published,score,themes,source,title,link,description,feed
2026-09-17T08:24:22+00:00,9,"['market selling', 'India market', 'macro / flows']",IBTimes India,"Stock Market Today: Sensex Falls Over 150 Points, Nifty Slips as Hawkish Fed Stance, Geopolitical Concerns Weigh - IBTimes India",https://news.google.com/rss/articles/CBMiwgFBVV95cUxNd2UybFREVXJ1RVVrbERvMDZhRkFhTEtNODJLbE9FMnoyX2tEWWszaEtqcHFieDJIRzVQbzRRN0JUZy16NGlOdzJudlBMMUZBXzB4cGVOZ3dROGQ3c1V6QXE5Z1B2QVdxMDhsczNtQ2hraWlxWXJIVjROaEFPYXB5elBiQUg4Uk5UM1ZGYnl6U2toYlAyVDM3XzFsbERJUjlNbWt5ekd4S3dNV2JERXJzUFcyaUFLSXFncDU0VERKODVtUQ?oc=5,"Stock Market Today: Sensex Falls Over 150 Points, Nifty Slips as Hawkish Fed Stance, Geopolitical Concerns Weigh IBTimes India","""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-09-17T02:51:35+00:00,9,"['market selling', 'India market', 'macro / flows']",Moneycontrol.com,"GIFT Nifty falls: Sensex, Nifty may open with losses after Fed rate hike; softer oil, Asian gains offer... - Moneycontrol.com",https://news.google.com/rss/articles/CBMihwJBVV95cUxPN0Rpc2x4Y1d6TE9LRWgtN09ocGRFUnFqVDMxZ0lISTdlMmR1Vnk5NV85cllHNFdxYWNINHFVNllKTi0yTGo3cnlCSllXckk5d3hDQnlnSVdPbXUxNjQ2TTZBRU1kUU12UzRIR05LTFRoNTJxUlRpbU93S0JpaVBMMUlnUnZLcGlPRnFhYndlREMyaG9WTWNOZ0VHN3haTXh6ZmNRQkdZQ0ZHZWkzbEdQR2FRd0l0Z1Bnc3NiT0hwdV9WeVhjbEpXZkJjWmJMcVByMmFWazI5bEdkRTdLOUZSTzlObmNGSUVGMGVKcUJSZ2I0RGVrZnJuUEZGTGhxRldpbW1fN3ZLRdIBhwJBVV95cUxPN0Rpc2x4Y1d6TE9LRWgtN09ocGRFUnFqVDMxZ0lISTdlMmR1Vnk5NV85cllHNFdxYWNINHFVNllKTi0yTGo3cnlCSllXckk5d3hDQnlnSVdPbXUxNjQ2TTZBRU1kUU12UzRIR05LTFRoNTJxUlRpbU93S0JpaVBMMUlnUnZLcGlPRnFhYndlREMyaG9WTWNOZ0VHN3haTXh6ZmNRQkdZQ0ZHZWkzbEdQR2FRd0l0Z1Bnc3NiT0hwdV9WeVhjbEpXZkJjWmJMcVByMmFWazI5bEdkRTdLOUZSTzlObmNGSUVGMGVKcUJSZ2I0RGVrZnJuUEZGTGhxRldpbW1fN3ZLRQ?oc=5,"GIFT Nifty falls: Sensex, Nifty may open with losses after Fed rate hike; softer oil, Asian gains offer... Moneycontrol.com","""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-09-16T20:19:22+00:00,9,"['AI / tech risk', 'market selling', 'macro / flows']",TradingKey,"US Stocks Fall for Third Day as Fed Hikes Rates by 25 Basis Points, Dow Drops Over 600 Points; Chip Stocks Buck Trend, SpaceX Rises 5% - TradingKey",https://news.google.com/rss/articles/CBMi0AFBVV95cUxOdi1sT1FXejI0Y2QzLXdya1RkNXpobEtYbjY0NVFXbGx0THlfM2VYQkFYeEhyZG1QZUxIbmU2QlF3Z1I4MDk2ejZXR1JmVm5hOS1XOHJBN2tQazlmSXdWeDcyNzZzMDgtbFp1SFVoenEyZEVZbWhpelp1eEFmRGtDM2JUR1B3LUR4QTNpNUxsQ1hrRV9fYzdld1A3cmRnSmZNVEhjYVRXb3VJQW4zdDRjblFNbmxRUXBaazZUQ2ZrN2tDY2ZlazctcWxyZk9GYnVF?oc=5,"US Stocks Fall for Third Day as Fed Hikes Rates by 25 Basis Points, Dow Drops Over 600 Points; Chip Stocks Buck Trend, SpaceX Rises 5% TradingKey","""(AI OR ""artificial intelligence"" OR Nvidia OR semiconductor OR technology) (selloff OR ""market fall"" OR ""stocks fall"" OR correction) when:1d"" - Google News"
2026-09-16T15:45:00+00:00,9,"['AI / tech risk', 'market selling']",The Motley Fool,Direxion Semiconductor Bull ETF Drops 14% as Chip Sector Faces Sharp Selloff - The Motley Fool,https://news.google.com/rss/articles/CBMimAFBVV95cUxPQTZ3Q0VEdDR5U3N6NlNhc2N6OWtfbTQ3UHh6UU1Ra2YxY0F6c1RtX1lRRmk2c3JHMmxKSTBEdE81NUhXVXZTaUVhZExMc2w0bU9qVlkxXy1IaVJreC1oclhWMHQtR0wyN1dEZENuSjdQX2MzSjhEN0dmU1NuOTdtN1VjZ2pocGpGekxqcG5HaVdWeGhRemp2dw?oc=5,Direxion Semiconductor Bull ETF Drops 14% as Chip Sector Faces Sharp Selloff The Motley Fool,"""(AI OR ""artificial intelligence"" OR Nvidia OR semiconductor OR technology) (selloff OR ""market fall"" OR ""stocks fall"" OR correction) when:1d"" - Google News"
2026-09-17T03:40:14+00:00,8,"['market selling', 'India market', 'macro / flows']",indiatoday.in,"Stock market today: Will Sensex, Nifty rise or fall after Fed rate hike? - indiatoday.in",https://news.google.com/rss/articles/CBMi2gFBVV95cUxQbHV5Z1hKUktnQnBCc1FsNEVJbFhmMktmOThUV0hjZXZkLUdVT1BGUUV4LVFhSGh0RjhTdUF6R0xxS3p2WWM0aDN1SzlzcGZkdGduVEJVcXR5ZzdUWnZEUVdhOWZhZHdoZ1RwOWtnUGYzS3Y1RnU1aXZvUlBBTVVRcFZSMk9CdVZyaTVZaWFZWVdHclk3eF9BOUJ1YzlGV1Zna0lLQlRLR1IxeVRkT2VvcEhfYzNNenZtcU15TGdNSlFGMXYzMTAzV05LTW9NSERzSkZIR2NqMWtpZ9IB3wFBVV95cUxPX2ZObUtUTVdpNTRWMlRhSDNHdFhlVjVWZk15a2Q3cmhTX05lR3BGZGVmUHd1VnFldldnUTA0UkNaOElFLWxCbFFsTmlnb1pabjdwdUswUjdkMzY2YnozUi02cnpoeFIwOVE3bzBxRVNoVG5Xc3djRDFEbTM5b1RaVFhIa3dwTEVkTk1HT3JmTUFRVEU4cVRBZFk2OWdHQldPaGRYM0xjTXZuSHJ1Rjk5b0NWVG9fM3YtTmQ4LWFmNTVGMWJfOUt6dWdyWWx4VmxiOWJ0RldWQ3dzbnRpaEZZ?oc=5,"Stock market today: Will Sensex, Nifty rise or fall after Fed rate hike? indiatoday.in","""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-09-16T12:30:19+00:00,8,"['market selling', 'India market', 'macro / flows']",Moneylife,"Nifty, Sensex Rebound After Recent Sell-Off, Fed Decision in Focus – Wednesday Closing Report - Moneylife",https://news.google.com/rss/articles/CBMizAFBVV95cUxPUl9vTXpBZVBUb1dBWmNMclpreVJPNWNBUXNSYTBSOHRDaDdZQ2xfNk0wdnVoVldwUTRkQXVSQk9lZ0RxcnNhNHlKNy1nd2sxVDdqSTFURHliaXkxN3hJVjJwUEszU0syUm8tYU9xNllnUi1TaVZxdHBOdm5KYWZybjVtX0liUU1TVktUN3dtQlBQQVBGS3ZMMUVkZzI1S1NRR1ZUalpESW81YjNHc0VHeXdLeWNzS2t1OWZzcFp4cTYwaHZBWU1FcmJybTA?oc=5,"Nifty, Sensex Rebound After Recent Sell-Off, Fed Decision in Focus – Wednesday Closing Report Moneylife","""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-09-16T11:31:14+00:00,8,"['market selling', 'India market', 'macro / flows']",bfsi.economictimes.indiatimes.com,"INDIA STOCKS-Indian shares edge higher after selloff; oil, US rate worries cap gains - bfsi.economictimes.indiatimes.com",https://news.google.com/rss/articles/CBMi7wFBVV95cUxPbktZVVE0aUJLR1g3T01PMl9vSkhrRXd4YlV1VVpWUzdjSlQzTEt4cmJjTHZmY1ZQN0VmaUFBNENPcmFIT1BGUHprVzF2dFRycW1GejZRYzN6TGxndFFOQlFubEFjV0xmeGFDZlRFUVp1TXl5UGxYc1QwQnZ0UHhVWWRZRGdBTV80VjR4LV9tbXlpTGZvY3ZXSU5JNDhxVE5qMUZKLVpJRHlhWmxIVVd1V3VfMUZ6Z3ZOeW4tV0tnYVplODNjcjhYWUdUeXBkNGM2S3lXczMyMml3d1NzOHFUQmZYWVppdUxvbUpKT1lsONIB9AFBVV95cUxQRTQ2RlRsNFNQS05SQTVrN3UyUGtacVMxbm50T0QwZnpXcFlnbWt1VGQzejk0bVhyX1BzekpXVEhCdjdVN0sxbzAzWFBzejZJMGdLcFROZlFOMTJJVUJtVTA4MkhtTmJjTV9Nb3paOC1Mams1M2hRZmdWdXZpYXFtSmRhTzM1d3VxV3dydnlkV1BRMGFxbDRPbzFwSTZoUGZlWnBlLW9zRkEtUlNOZTg5QTE2anJGcTRPcmNxQlJGNUQ4TjBOY3lYdzg4SFV0ZW8tWEJQa2RyZXV5ZXZ0TUZidG05bnV1T2w4Y1RrbS1mMm0xeHNE?oc=5,"INDIA STOCKS-Indian shares edge higher after selloff; oil, US rate worries cap gains bfsi.economictimes.indiatimes.com","""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-09-16T11:13:50+00:00,8,"['market selling', 'India market', 'macro / flows']",Business Today,"Sensex, Nifty snap two-session fall; US Fed outcome in focus for market cues - Business Today",https://news.google.com/rss/articles/CBMi2gFBVV95cUxOWlZzM0ZpcC1QTHpHR1UwcklLREdKNTlLeUVqYVdkTVdEUVJPV3dyZGdCVS1XUVc1RkstM0V1a080d0JTV045OWZJT0lQOXRMYXk2Mjdsb1VZNjdUVWlfTXVfb29peEVaNTNXRkRhY0wzeUx4d3NHTE92OS16ZkxyMkpJNFA0eWNNd0pTdlI2U1pxSkNiYkVPbERzLXhPNlFfQnBtZUNQaFo2ekQ3dU9DemNYWC1FX3BKdE04SDdqNFFEVWxEUEM4WnZwUXkwbGpmV2ppMXcxYThDQdIB3wFBVV95cUxNelpUYUJ2TUpIQ09jRE1PRTZSNGJyLUtxdEsxTGZtV0R5YkxqckJmREY4azh1TE9lZXBHLUc2RXhldlppOV9OYzlVSkdKQ1NQcllfTkxoem5QTk9hOTJraU9fek1DY19GSkppTGpJVUtHNkZJZXRpS1p5ME5TaE91dlotM2FmNUhiNGN0MnNFY3Y3eVhSUTNMUmQ5ZnRzNXM2QXZmNjh2V1dnQ3dNVEctUm1YVjU0bE5ZQlFXTDFyN0g4dkpSbk5FbU1tNXpOT2wtQTY4TVNnY0FKMWhFYm9Z?oc=5,"Sensex, Nifty snap two-session fall; US Fed outcome in focus for market cues Business Today","""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-09-16T10:38:51+00:00,8,"['market selling', 'India market']",TradingView,Nifty Smallcap 100 Extends Fall For Fifth Day As Selloff Deepens - TradingView,https://news.google.com/rss/articles/CBMivgFBVV95cUxPcGl0emV3REczaVU0bTJyVnR1VlF2V0FYOFFCaVQ5WWRQNmwyMkRkSzhFY3J1YWpHcEYxNGtZeElqdUI3OW9aQ1IxUjNEdnktNVZLdE1HT0hYOHJXOUpBcXBfQ0tydlJINC1XQ09aemRKQ1d0d0Y0Z1J1MTdQTkQ0TmRZTEdFYTdWZXpGcDk1SC1XX3doYTNMWldlTWZmbVExbDVEYmhSeTlHWnV6eTFEbENuZTNDZVUxdy1mTVJR?oc=5,Nifty Smallcap 100 Extends Fall For Fifth Day As Selloff Deepens TradingView,"""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
2026-09-17T10:07:32+00:00,7,"['market selling', 'India market']",Times Now,"Stock Market Closing Bell: Sensex Falls Nearly 22 Points, Nifty At 23,270 - Times Now",https://news.google.com/rss/articles/CBMi2gFBVV95cUxOSlRRYWRMN3JxQVI4dEV6RnphcmZoX0NjUnhWbmREX0dmeUNMRDI5N2xoZ2NyRmM2V0xpWTlCS3FvbFZGZjhEVUwzWE00ZHJlZ3dwak8zb1pGVjBWYldZY0RKZ1pwWTBYV2tmSW5XR1A4WkpoLXVnU2tES1hBS202M3h6c1dXX09ScUR6ak1XTmh2U1ExdXlVYW5rQmlqc3d3QjVhR0hESUtINlJrVGlIOFpPNHQ2WDl0OVlRc0p3bk82UFJyUm9wVlQwYllJd3o2YzRvdV9mbTY1d9IB3wFBVV95cUxNdTNaNEVWZFQ3S1AyUnlCZC03M1l3Z1NuUEFjNWJfamJTMnJJMU1jY2dzWlhzbFFzS3ZmUWJYQ1lZSjdqUWY1SU5jNUVyNjl5VXpkTG80Mm05YW5JR1J6OGRlZlU1WGkxUmtHYTloY0JUR08tLUhnLTJkYU45VmdWNjNnZmcyOG1NX0h6c0NDbWFtS1NreGxvbGtVWTBxRlFqMk1fb3VLd2ZESkZreFU2ZTR1eWpYQkhsRk5mX1Jvb1BlYkVlREVldDd3eEk2Vl9PeXRDR0pJOWZVMWFma1Rn?oc=5,"Stock Market Closing Bell: Sensex Falls Nearly 22 Points, Nifty At 23,270 Times Now","""(Nifty OR Sensex OR ""Indian shares"" OR midcap OR smallcap) (falls OR selloff OR correction OR ""risk off"") when:1d"" - Google News"
